,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
647,Skyfall,(2012),143 min,7.8,81        ,"710,981",$304.36M,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
648,Isle of Dogs,(2018),101 min,7.8,82        ,"178,654",$32.02M,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
649,Manchester by the Sea,(2016),137 min,7.8,96        ,"294,664",$47.70M,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.
650,Captain America: The Winter Soldier,(2014),136 min,7.8,70        ,"869,196",$259.77M,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
651,Boyz n the Hood,(1991),112 min,7.8,76        ,"146,945",$57.50M,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects."
652,Majo no takkyûbin,(1989),103 min,7.8,85        ,"152,698",%^%^%^,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
653,Paddington 2,(2017),103 min,7.8,88        ,"85,389",$40.44M,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
654,Mary Poppins,(1964),139 min,7.8,88        ,"178,884",$102.27M,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
655,The Fugitive,(1993),130 min,7.8,87        ,"305,281",$183.88M,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
656,The Hobbit: The Desolation of Smaug,(2013),161 min,7.8,66        ,"680,354",$258.37M,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
657,The Last Samurai,(2003),154 min,7.8,55        ,"453,140",$111.11M,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
658,Ang-ma-reul bo-at-da,(2010),144 min,7.8,67        ,"137,722",$0.13M,A secret agent exacts revenge on a serial killer through a series of captures and releases.
659,Big Hero 6,(2014),102 min,7.8,74        ,"478,543",$222.53M,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
660,Misery,(1990),107 min,7.8,75        ,"221,755",$61.28M,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
661,Thirteen Lives,(2022),147 min,7.8,66        ,"61,245",%^%^%^,A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.
662,The Right Stuff,(1983),193 min,7.8,91        ,"63,466",$21.50M,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred."
663,Serenity,(2005),119 min,7.8,74        ,"300,663",$25.51M,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.
664,GATTACA,(1997),106 min,7.8,64        ,"312,974",$12.34M,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
665,Walk the Line,(2005),136 min,7.8,72        ,"257,874",$119.52M,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
666,Glory,(1989),122 min,7.8,78        ,"139,245",$26.83M,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
667,Midnight Cowboy,(1969),113 min,7.8,79        ,"115,300",$44.79M,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process."
668,The Day the Earth Stood Still,(1951),92 min,7.8,83        ,"83,786",%^%^%^,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets."
669,La montaña sagrada,(1973),114 min,7.8,76        ,"45,603",$0.06M,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment."
670,The Fighter,(I) (2010),116 min,7.8,79        ,"377,776",$93.62M,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
671,Moon,(2009),97 min,7.8,67        ,"367,195",$5.01M,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems."
672,The Fall,(I) (2006),117 min,7.8,64        ,"114,447",$2.28M,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
673,Dawn of the Dead,(1978),127 min,7.8,71        ,"124,438",$5.10M,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall."
674,Awakenings,(1990),121 min,7.8,74        ,"149,627",$52.10M,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
675,Straight Outta Compton,(2015),147 min,7.8,72        ,"209,665",$161.20M,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
676,Pride,(I) (2014),119 min,7.8,79        ,"59,645",%^%^%^,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.
677,The King of Comedy,(1982),109 min,7.8,73        ,"109,984",$2.50M,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
678,Män som hatar kvinnor,(2009),152 min,7.8,76        ,"219,813",$10.10M,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.
679,How to Train Your Dragon 2,(2014),102 min,7.8,77        ,"348,799",$177.00M,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
680,Letters from Iwo Jima,(2006),141 min,7.8,89        ,"166,536",$13.76M,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
681,The Insider,(1999),157 min,7.8,84        ,"175,247",$28.97M,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
682,Cabaret,(1972),124 min,7.8,80        ,"57,256",$42.77M,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
683,La migliore offerta,(2013),131 min,7.8,49        ,"123,700",$0.09M,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.
684,The Conversation,(1974),113 min,7.8,87        ,"116,148",$4.42M,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."
685,Hunt for the Wilderpeople,(2016),101 min,7.8,81        ,"135,530",$5.20M,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
686,The Remains of the Day,(1993),134 min,7.8,86        ,"78,835",$22.95M,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
687,Mississippi Burning,(1988),128 min,7.8,65        ,"104,600",$34.60M,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
688,Changeling,(2008),141 min,7.8,63        ,"260,237",$35.74M,Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.
689,Ed Wood,(1994),127 min,7.8,70        ,"180,004",$5.89M,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.
690,Night of the Living Dead,(1968),96 min,7.8,89        ,"133,529",$0.09M,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.
691,My Fair Lady,(1964),170 min,7.8,95        ,"98,599",$72.00M,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society."
692,October Sky,(1999),108 min,7.8,71        ,"94,734",$32.48M,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
